Movie,Critic,Rating,Source,Review,Date
Doctor Sleep,Matt Oakes,fresh,Silver Screen Riot,"Doctor Sleep is comfortable philosophizing on the nature of loss and moving on and has perhaps one of the most authentic, meaningful, and assured depictions of that process in any horror film I can think of.","November 10, 2019"
Doctor Sleep,Richard Bonaduce,fresh,"KTSU-TV (Salt Lake City, UT)","A solid continuance of young Danny Torrance and others who similarly ""shine,"" the Overlook Hotel itself, and of the evil we visit upon each other.","November 10, 2019"
Doctor Sleep,Bill Watters,fresh,Aggressive Comix,Doctor Sleep succeeds in not trying to improve on its predecessor and instead stands as something different. Best described Doctor Sleep is the Aliens to The Shining's Alien.,"November 10, 2019"
Doctor Sleep,Matthew Toomey,fresh,ABC Radio Brisbane,"Steering clear of clichs, Doctor Sleep will keep you interested and keep you thinking.","November 10, 2019"
Doctor Sleep,Kimberly Pierce,fresh,Geek Girl Authority,"Doctor Sleep captures some great... moments, which should make this an entertaining watch for fans of the Kubrick film, and likely for King fans as well.","November 10, 2019"
Doctor Sleep,Mike McGranaghan,fresh,Aisle Seat,"Doctor Sleep has a great, eerie atmosphere that nicely accentuates the story's themes.","November 9, 2019"
Doctor Sleep,John Urbancich,fresh,Your Movies (cleveland.com),Just know that your heart might be recruited to pound right along with an effectively simple score from the Newton Brothers.,"November 9, 2019"
Doctor Sleep,Matt Neal,fresh,ABC Radio (Australia),Doctor Sleep is far better than it has any right to be.,"November 9, 2019"
Doctor Sleep,Pablo Villaa,fresh,Cinema em Cena,It manages to be more emotional than The Shining (something that picture never intended to be) while keeping Kubrick's perfect aesthetic rigidity. [Full review in Portuguese],"November 9, 2019"
Doctor Sleep,Rob Vaux,fresh,Sci-Fi Movie Page,"Even if you just want a solid spook story, it's still more than worthy of its lofty pedigree.","November 9, 2019"
Doctor Sleep,Chris Knight,fresh,National Post,"There is some lovely camerawork at play - one scene gives new meaning to the phrase ""dropping in on someone"" - and an oddity not often seen in horror films, where the scary evil entities must face their own demons.","November 9, 2019"
Doctor Sleep,Staci Layne Wilson,fresh,Red River Horror,Flanagan is truer to King than Kubrick here-he's more interested in building human arcs than he is the architecture of evil-but there are enough nods to the iconic version of The Shining to please even the hardest of diehards.,"November 9, 2019"
Doctor Sleep,Benjamn Harguindey,rotten,EscribiendoCine,The film is divided schizophrenically between telling a self-sufficient story and cannibalizing the original film. [Full Review in Spanish],"November 9, 2019"
Doctor Sleep,Javier Perez,rotten,Cine Premiere,"Despite some quite well executed moments, Doctor Sleep lengthens unnecessarily because Flanagan fails to combine the elements from the 80's film with the new ones. [Full Review in Spanish]","November 9, 2019"
Doctor Sleep,Annlee Ellingson,rotten,L.A. Biz,Doctor Sleep attempts to bridge the opposing visions of the events that transpired at the Overlook Hotel to varying degrees of success.,"November 9, 2019"
Doctor Sleep,Daniel M. Kimmel,fresh,New England Movies Weekly,...a movie that will attract interest of fans of the novels or the earlier movie but falls short of its epic intentions.,"November 9, 2019"
Doctor Sleep,Matthew Rozsa,fresh,Salon.com,"""Doctor Sleep"" feels like the logical continuation to Stanley Kubrick's adaptation of ""The Shining.""","November 8, 2019"
Doctor Sleep,Rendy Jones,fresh,Rendy Reviews,This is like a very long episode of Hill House had a baby with Gerald's Game... and that baby can astral project.,"November 8, 2019"
Doctor Sleep,Sean P. Means,rotten,The Movie Cricket,"Flanagan tries to serve two masters in ""Doctor Sleep,"" to make a movie that's both a worthy successor to Kubrick's ""The Shining"" and a faithful adaptation of King's books.... [but] Flanagan can't square them.","November 8, 2019"
Doctor Sleep,Barry Hertz,rotten,Globe and Mail,"Whichever route you prefer to take to the Overlook Hotel, there are better directions available than those prescribed by Doctor Sleep.","November 8, 2019"
Doctor Sleep,Linda and Al Lerner,fresh,Movies and Shakers,"This film does not back down being recognized as a follow-up to Stanley Kubrick's masterful work from 1980. But rather than try to out-do Kubrick, Flanaghan harkens back using the same Outlook setting","November 8, 2019"
Doctor Sleep,Amy Nicholson,fresh,FilmWeek (KPCC - NPR Los Angeles),I think what I respected the most about Doctor Sleep is that it does feel like it's trying to be its own film for as long as it can.,"November 8, 2019"
Doctor Sleep,Tim Cogshell,fresh,FilmWeek (KPCC - NPR Los Angeles),I found it rather satisfying... Carl Lumbly channeling the wonderful Scatman Crothers? He's just so good.,"November 8, 2019"
Doctor Sleep,Jeffrey M. Anderson,fresh,Common Sense Media,"While it could never compare to Stanley Kubrick's original, this sequel is a leisurely, likable mix of character development and effective scares, though it's marred by intense violence toward kids.","November 8, 2019"
Doctor Sleep,Matt Donato,rotten,We Got This Covered,Doctor Sleep is a conflicted and unwieldy sequel attempting to unite worlds (King and Kubrick) while telling an original story from yet another filmmaker's viewpoint (Flanagan) that never blends together.,"November 8, 2019"
Doctor Sleep,Kyle Smith,fresh,National Review,Let's not hold [writer-director Mike Flanagan] to the Kubrick standard. The new film isn't a masterpiece. So what? It's a well-executed suspenser that radiates spooky unease.,"November 8, 2019"
Doctor Sleep,James Verniere,rotten,Boston Herald,Stephen King cannibalizes self. Flanagan cannibalizes Kubrick.,"November 8, 2019"
Doctor Sleep,Charles Bramesco,rotten,Polygon,"Flanagan chose to make Doctor Sleep utterly banal. Through means straightforward and blunt, he's turned a surreal simulation of succumbing to insanity into a plainly stated reminder to always be true to yourself.","November 8, 2019"
Doctor Sleep,Abbie Bernstein,fresh,Assignment X,This sleight of hand by Flanagan is so impressive that any students of how to make books into films and/or how to do sequels ought to see Doctor Sleep just to take notes.,"November 8, 2019"
Doctor Sleep,Kelly Vance,fresh,East Bay Express,"The event of the season for horror enthusiasts and one of this year's most imaginative films of any genre. The deeper into it we go, the more unsettling it becomes.","November 8, 2019"
Doctor Sleep,Sarah Marrs,fresh,Lainey Gossip,"Doctor Sleep loses some traction at the end, but the performances keep it going.","November 8, 2019"
Doctor Sleep,Adam Graham,fresh,Detroit News,"An itch to play a few too many of the greatest hits softens the impact of the ride. But make no mistake: ""Doctor Sleep"" shines.","November 8, 2019"
Doctor Sleep,Matt Rodriguez,fresh,Shakefire,Doctor Sleep is a terrifying addition to the franchise that wonderfully pays tribute to both the novel and Kubrick's adaptation.,"November 8, 2019"
Doctor Sleep,Stephen Garrett,rotten,Book & Film Globe,Only. Kubrick. Can. Make. Kubrick. Films. Can we all just agree on that?,"November 8, 2019"
Doctor Sleep,Ryan Syrek,fresh,"The Reader (Omaha, NE)","King's attempt to reclaim the Shining necessitated a film adaptation, which is why Doctor Sleep is more obsessed with repossessing the most well-known horror iconography of all time than with introducing anything new, other than the world's stupidest hat.","November 8, 2019"
Doctor Sleep,Nate Adams,fresh,The Only Critic,"Both inventive and thrilling, ""Doctor Sleep"" is a terrific sequel to the iconic story ""The Shining"" and represents a welcome and earned trip back to the Overlook.","November 8, 2019"
Doctor Sleep,Greg Maki,rotten,"Star-Democrat (Easton, MD)","Beholden to two sources, ""Doctor Sleep"" ultimately fails to satisfy either one.","November 8, 2019"
Doctor Sleep,Michael O'Sullivan,rotten,Washington Post,"Part homage to Kubrick's moody atmospherics, and part hyper-literal superhero story, ""Doctor Sleep"" is stylish, engrossing, at times frustratingly illogical and, ultimately less than profoundly unsettling.","November 8, 2019"
Doctor Sleep,John Wenzel,fresh,Denver Post,"From the opening shots and synth notes to a spectacularly chilling closing scene, Doctor Sleep makes a convincing case for its own greatness.","November 8, 2019"
Doctor Sleep,Jason Escamilla,fresh,EskimoTV,"Fans of The Shining and horror audiences who are patient enough to endure the slow setup will appreciate this tale, whose highlights are fleshed out villains and nostalgia.","November 8, 2019"
Doctor Sleep,Tom Russo,rotten,Boston Globe,"The push to echo Kubrick works well in the limited early dose we're given, but ultimately the movie takes it too far.","November 8, 2019"
Doctor Sleep,Chris Bumbray,fresh,JoBlo's Movie Emporium,A beautifully done Stephen King adaptation anchored by a terrific cast.,"November 8, 2019"
Doctor Sleep,Kiko Martinez,fresh,San Antonio Current,"Once the technical aspects of the story unravel, Doctor Sleep becomes thoughtful and fresh, even when it awakens familiar beasts.","November 8, 2019"
Doctor Sleep,Aaron Escobar,fresh,Geeks of Color,"Ultimately, [Mike] Flanagan delivers a fresh, fun and scary new chapter of The Shining mythos.","November 8, 2019"
Doctor Sleep,Matthew Razak,fresh,Flixist.com,Everything in the last 15 minutes reminds you that this isn't The Shining and it's too bad it had to be that way. Without that reminder the film stands on its own quite well; with it the movie seems less than.,"November 8, 2019"
Doctor Sleep,Evan Dossey,rotten,Midwest Film Journal,Doctor Sleep fails to establish its own identity - it may well put you to sleep.,"November 8, 2019"
Doctor Sleep,Rain Jokinen,fresh,MullingMovies.com,"The trip back to the haunted Overlook, while certainly fun, in a pandering-to-the-fans kind of way, is just a Halloween attraction compared to the knowledge that you might grow up to be exactly like the person you most loved, feared, and hated.","November 8, 2019"
Doctor Sleep,Carmen Paddock,fresh,One Room With A View,"It will never reach the original's iconic status, but its maturity, assuredness, and stellar performances are worth celebrating.","November 8, 2019"
Doctor Sleep,Piers Marchant,rotten,Arkansas Democrat-Gazette,"[Steven King] might not ever appreciate that his personal redemption story was turned into something so deeply pitiless and provocative, but as this new film inadvertently further proves, there's only one masterpiece here, and it certainly isn't his.","November 8, 2019"
Doctor Sleep,Jared Mobarak,fresh,Jaredmobarak.com,That starkly dangerous tone is probably Doctor Sleep's best attribute because it refuses to forget the futility we felt while watching The Shining.,"November 8, 2019"
Doctor Sleep,Sean Burns,rotten,The ARTery,A doggedly prosaic sequel to a movie that defies understanding.,"November 8, 2019"
Doctor Sleep,Dominic Corry,fresh,New Zealand Herald,"Although this does enough on its own to warrant interest, it will also satisfy those hankering to return to the Overlook Hotel.","November 8, 2019"
